Gene_set,Term,Overlap,P-value,Adjusted P-value,Old P-value,Old Adjusted P-value,Odds Ratio,Combined Score,Genes
GO_Biological_Process_2023,Negative Regulation Of Protein Modification By Small Protein Conjugation Or Removal (GO:1903321),3/54,0.9999620082788592,0.999996465739109,0,0,0.1774894852200699,6.743259122731322e-06,RPL5;RPL11;RPS3
GO_Biological_Process_2023,Positive Regulation Of Mitotic Cell Cycle Phase Transition (GO:1901992),4/63,0.9999712895364932,0.999996465739109,0,0,0.2044961007388792,5.871262121307353e-06,CCNB1;RRM2;UBE2C;CDK1
GO_Biological_Process_2023,Negative Regulation Of Stress-Activated MAPK Cascade (GO:0032873),1/37,0.9999715574983234,0.999996465739109,0,0,0.0838646175871865,2.3853534491974147e-06,MYC
GO_Biological_Process_2023,Maturation Of SSU-rRNA (GO:0030490),1/38,0.9999778749918036,0.999996465739109,0,0,0.0815925649829414,1.805256139751268e-06,RPS14
GO_Biological_Process_2023,Regulation Of Telomere Maintenance (GO:0032204),1/38,0.9999778749918036,0.999996465739109,0,0,0.0815925649829414,1.805256139751268e-06,MYC
GO_Biological_Process_2023,Regulation Of Mitotic Metaphase/Anaphase Transition (GO:0030071),2/49,0.9999825586275816,0.999996465739109,0,0,0.128405069365301,2.2395801659337544e-06,CCNB1;UBE2C
GO_Biological_Process_2023,Negative Regulation Of Proteasomal Protein Catabolic Process (GO:1901799),1/39,0.9999826135841215,0.999996465739109,0,0,0.0794400940947093,1.3811905203650787e-06,RPL11
GO_Biological_Process_2023,Positive Regulation Of Cytokinesis (GO:0032467),1/39,0.9999826135841215,0.999996465739109,0,0,0.0794400940947093,1.3811905203650787e-06,BIRC5
GO_Biological_Process_2023,Dicarboxylic Acid Metabolic Process (GO:0043648),2/50,0.9999858587188896,0.999996465739109,0,0,0.1257215733655524,1.7778766813511874e-06,DHFR;MTHFD2
GO_Biological_Process_2023,Regulation Of Microtubule Polymerization (GO:0031113),1/40,0.999986166121158,0.999996465739109,0,0,0.0773980063289505,1.0707220482964576e-06,RPS3
GO_Biological_Process_2023,Positive Regulation Of Cell Cycle G1/S Phase Transition (GO:1902808),1/40,0.999986166121158,0.999996465739109,0,0,0.0773980063289505,1.0707220482964576e-06,RRM2
GO_Biological_Process_2023,Microtubule Cytoskeleton Organization Involved In Mitosis (GO:1902850),3/59,0.9999867166560727,0.999996465739109,0,0,0.1615882606819162,2.146446697252593e-06,CCNB1;CDK1;BIRC5
GO_Biological_Process_2023,Metaphase Plate Congression (GO:0051310),2/51,0.9999883827005018,0.999996465739109,0,0,0.1231476078147731,1.4306509526335174e-06,CCNB1;CENPF
GO_Biological_Process_2023,Regulation Of Microtubule-Based Process (GO:0032886),1/41,0.9999888279479272,0.999996465739109,0,0,0.0754580229514797,8.430256708877742e-07,AURKA
GO_Biological_Process_2023,Cell Cycle G1/S Phase Transition (GO:0044843),2/52,0.999990310965328,0.999996465739109,0,0,0.1206766008860249,1.1692454345254326e-06,MYC;EIF4EBP1
